Cartridge/Photos/maxxcard.jpg,MechanicalManual|TechnicalManual,Demo cartridge PCB photo 22 fingers per face 44 contacts total
Chassis/Artwork/Maxx-Steele-MAXX-Logo.svg,MechanicalManual,MAXX Logo SVG body artwork
Chassis/Artwork/Maxx-Steele-Neck-Tattoo.svg,MechanicalManual,Neck Tattoo SVG body artwork
Chassis/Artwork/Maxx-Steele-The-Personal-Robot.svg,MechanicalManual,The Personal Robot SVG body artwork
Chassis/Manual/MaxxSteeleManual.pdf,MechanicalManual|TechnicalManual,Factory owner manual operation and keypad (not ROM layout)
Chassis/Manual/MaxxSteeleReferenceGuide.pdf,MechanicalManual|TechnicalManual,Factory reference guide modes speech and programming overview
Chassis/Photos/autopsy/Arm-Balance-Spring.jpg,MechanicalManual,Arm balance spring detail — Opened chassis mainboard base arm spring and backoff views
Chassis/Photos/autopsy/back-off-arms-off.jpg,MechanicalManual,Rear view arms removed — Opened chassis mainboard base arm spring and backoff views
Chassis/Photos/autopsy/backoff.jpg,MechanicalManual,Rear backoff shell view — Opened chassis mainboard base arm spring and backoff views
Chassis/Photos/autopsy/Base-and-battery-mount.jpg,MechanicalManual,Base shell and battery mount — Opened chassis mainboard base arm spring and backoff views
Chassis/Photos/autopsy/Main-Board-1.jpg,MechanicalManual|TechnicalManual,Internal mainboard alternate angle — Opened chassis mainboard base arm spring and backoff views
Chassis/Photos/autopsy/Main-Board.jpg,MechanicalManual|TechnicalManual,Internal mainboard top view — Opened chassis mainboard base arm spring and backoff views
Chassis/Photos/autopsy/PIC00024.jpg,MechanicalManual,Internal chassis component detail — Opened chassis mainboard base arm spring and backoff views
Chassis/Photos/case/1000x1000.jpg,MechanicalManual,Case and packaging — 1000x1000.jpg
Chassis/Photos/case/Maxx-Steele-Press-Photo.JPG,MechanicalManual,Case and packaging — Maxx-Steele-Press-Photo.JPG
Chassis/Photos/case/maxx-steele.jpg,MechanicalManual,Case and packaging — maxx-steele.jpg
Chassis/Photos/case/Robo-Force.JPG,MechanicalManual,Case and packaging — Robo-Force.JPG
Chassis/Photos/cyberia-makerspace/2012-09-07_20-53-36_354.jpg,MechanicalManual,Cyberia workshop timestamp photo — Timestamp photos and hero shot from teardown session
Chassis/Photos/cyberia-makerspace/2012-09-07_20-53-50_564.jpg,MechanicalManual,Cyberia workshop timestamp photo — Timestamp photos and hero shot from teardown session
Chassis/Photos/cyberia-makerspace/2012-09-07_20-54-04_577.jpg,MechanicalManual,Cyberia workshop timestamp photo — Timestamp photos and hero shot from teardown session
Chassis/Photos/cyberia-makerspace/2012-09-07_20-54-13_422.jpg,MechanicalManual,Cyberia workshop timestamp photo — Timestamp photos and hero shot from teardown session
Chassis/Photos/cyberia-makerspace/2012-09-07_20-54-24_707.jpg,MechanicalManual,Cyberia workshop timestamp photo — Timestamp photos and hero shot from teardown session
Chassis/Photos/cyberia-makerspace/2012-09-07_20-54-31_57.jpg,MechanicalManual,Cyberia workshop timestamp photo — Timestamp photos and hero shot from teardown session
Chassis/Photos/cyberia-makerspace/Cyberia-Maxx-Steele.jpg,MechanicalManual,Cyberia Makerspace hero photo — Timestamp photos and hero shot from teardown session
Chassis/Photos/Disassembly/IMG_2116.JPG,MechanicalManual,Teardown frame 2116 step 1 of 16 — Primary disassembly walkthrough IMG_2116 through IMG_2131
Chassis/Photos/Disassembly/IMG_2117.JPG,MechanicalManual,Teardown frame 2117 step 2 of 16 — Primary disassembly walkthrough IMG_2116 through IMG_2131
Chassis/Photos/Disassembly/IMG_2118.JPG,MechanicalManual,Teardown frame 2118 step 3 of 16 — Primary disassembly walkthrough IMG_2116 through IMG_2131
Chassis/Photos/Disassembly/IMG_2119.JPG,MechanicalManual,Teardown frame 2119 step 4 of 16 — Primary disassembly walkthrough IMG_2116 through IMG_2131
Chassis/Photos/Disassembly/IMG_2120.JPG,MechanicalManual,Teardown frame 2120 step 5 of 16 — Primary disassembly walkthrough IMG_2116 through IMG_2131
Chassis/Photos/Disassembly/IMG_2121.JPG,MechanicalManual,Teardown frame 2121 step 6 of 16 — Primary disassembly walkthrough IMG_2116 through IMG_2131
Chassis/Photos/Disassembly/IMG_2122.JPG,MechanicalManual,Teardown frame 2122 step 7 of 16 — Primary disassembly walkthrough IMG_2116 through IMG_2131
Chassis/Photos/Disassembly/IMG_2123.JPG,MechanicalManual,Teardown frame 2123 step 8 of 16 — Primary disassembly walkthrough IMG_2116 through IMG_2131
Chassis/Photos/Disassembly/IMG_2124.JPG,MechanicalManual,Teardown frame 2124 step 9 of 16 — Primary disassembly walkthrough IMG_2116 through IMG_2131
Chassis/Photos/Disassembly/IMG_2125.JPG,MechanicalManual,Teardown frame 2125 step 10 of 16 — Primary disassembly walkthrough IMG_2116 through IMG_2131
Chassis/Photos/Disassembly/IMG_2126.JPG,MechanicalManual,Teardown frame 2126 step 11 of 16 — Primary disassembly walkthrough IMG_2116 through IMG_2131
Chassis/Photos/Disassembly/IMG_2127.JPG,MechanicalManual,Teardown frame 2127 step 12 of 16 — Primary disassembly walkthrough IMG_2116 through IMG_2131
Chassis/Photos/Disassembly/IMG_2128.JPG,MechanicalManual,Teardown frame 2128 step 13 of 16 — Primary disassembly walkthrough IMG_2116 through IMG_2131
Chassis/Photos/Disassembly/IMG_2129.JPG,MechanicalManual,Teardown frame 2129 step 14 of 16 — Primary disassembly walkthrough IMG_2116 through IMG_2131
Chassis/Photos/Disassembly/IMG_2130.JPG,MechanicalManual,Teardown frame 2130 step 15 of 16 — Primary disassembly walkthrough IMG_2116 through IMG_2131
Chassis/Photos/Disassembly/IMG_2131.JPG,MechanicalManual,Teardown frame 2131 step 16 of 16 — Primary disassembly walkthrough IMG_2116 through IMG_2131
Chassis/Photos/mint-vintage-toys/05-5.jpg,MechanicalManual,Exterior and collection — 05-5.jpg
Chassis/Photos/mint-vintage-toys/06-6.jpg,MechanicalManual,Exterior and collection — 06-6.jpg
Chassis/Photos/mint-vintage-toys/07-8.jpg,MechanicalManual,Exterior and collection — 07-8.jpg
Chassis/Photos/mint-vintage-toys/08-6.jpg,MechanicalManual,Exterior and collection — 08-6.jpg
Chassis/Photos/mint-vintage-toys/12-6.jpg,MechanicalManual,Exterior and collection — 12-6.jpg
Chassis/Photos/mint-vintage-toys/13-6.jpg,MechanicalManual,Exterior and collection — 13-6.jpg
Chassis/Photos/mint-vintage-toys/15-7.jpg,MechanicalManual,Exterior and collection — 15-7.jpg
Chassis/Photos/mint-vintage-toys/16-6.jpg,MechanicalManual,Exterior and collection — 16-6.jpg
Chassis/Photos/mint-vintage-toys/17-6.jpg,MechanicalManual,Exterior and collection — 17-6.jpg
Chassis/Photos/mint-vintage-toys/27-3.jpg,MechanicalManual,Exterior and collection — 27-3.jpg
Chassis/Photos/mint-vintage-toys/33-3.jpg,MechanicalManual,Exterior and collection — 33-3.jpg
Chassis/Photos/mint-vintage-toys/34-3.jpg,MechanicalManual,Exterior and collection — 34-3.jpg
Chassis/Photos/mint-vintage-toys/35-3.jpg,MechanicalManual,Exterior and collection — 35-3.jpg
Chassis/Photos/mint-vintage-toys/36-3.jpg,MechanicalManual,Exterior and collection — 36-3.jpg
Chassis/Photos/mint-vintage-toys/37-2.jpg,MechanicalManual,Exterior and collection — 37-2.jpg
Chassis/Photos/mint-vintage-toys/38-2.jpg,MechanicalManual,Exterior and collection — 38-2.jpg
Chassis/Photos/mint-vintage-toys/39-2.jpg,MechanicalManual,Exterior and collection — 39-2.jpg
Chassis/Photos/mint-vintage-toys/40-2.jpg,MechanicalManual,Exterior and collection — 40-2.jpg
Chassis/Photos/mint-vintage-toys/maxx_bottom.jpg,MechanicalManual,Robot underside exterior — Mint vintage toy listing exterior and detail shots
Chassis/Photos/mint-vintage-toys/maxx_in_packing.jpg,MechanicalManual,Robot in original packing foam — Mint vintage toy listing exterior and detail shots
Chassis/Photos/mint-vintage-toys/maxxsteal7.jpg,MechanicalManual,Full robot exterior collection shot — Mint vintage toy listing exterior and detail shots
Chassis/References/Maxx-Steele-Autopsy-megadroid.pdf,MechanicalManual|TechnicalManual,Third-party workshop or article PDF — Maxx Steele Autopsy megadroid
Chassis/References/MAXX-STEELE-IDEAL-_-Robot-Workshop.pdf,MechanicalManual|TechnicalManual,Third-party workshop or article PDF — MAXX STEELE IDEAL _ Robot Workshop
Chassis/References/Maxx-Steele-Megadroid.pdf,MechanicalManual|TechnicalManual,Third-party workshop or article PDF — Maxx Steele Megadroid
Chassis/Sounds/maxx-greet-5.wma,TechnicalManual,Speech greeting sample opcode mapping unverified (not PLAY 5 see ROM phrase table $10-$20 in maxx_internal_ROM.dsm)
Chassis/Sounds/maxx-song-1.wma,TechnicalManual,PLAY 1 opcode $81 01 Immediate mode tune internal ROM tune table tune 1
Chassis/Sounds/maxx-song-2.wma,TechnicalManual,PLAY 2 opcode $81 02 Learn mode tune internal ROM tune table tune 2
Chassis/Sounds/maxx-song-3.wma,TechnicalManual,PLAY 3 opcode $81 03 Program mode tune internal ROM tune table tune 3
Chassis/Sounds/maxx-song-4.wma,TechnicalManual,PLAY 4 opcode $81 04 Execute mode tune internal ROM tune table tune 4
Chassis/Sounds/maxx-song-5.wma,TechnicalManual,PLAY 5 opcode $81 05 Game mode tune internal ROM tune table tune 5
Chassis/Sounds/maxx-song-6.wma,TechnicalManual,PLAY 6 opcode $81 06 Reveille internal ROM tune table tune 6 factory demo
Chassis/Sounds/maxx-song-7.wma,TechnicalManual,PLAY 7 opcode $81 07 Power-down tune internal ROM tune table tune 7
Chassis/Sounds/maxx-song-8.wma,TechnicalManual,PLAY 8 opcode $81 08 Taps internal ROM tune table tune 8
Mainboard/Firmware/Assembly/maxx_internal_ROM.dsm,TechnicalManual,Annotated internal ROM disassembly primary Technical Manual source
Mainboard/Firmware/Binary/Maxxrom.64,TechnicalManual,Internal 8 KB 6502 ROM binary image ($0000-$1FFF)
Mainboard/Schematic/Maxx_Steele_Schematic.jpg,TechnicalManual,Mainboard raster schematic scan original
Mainboard/Schematic/Maxx_Steele_Schematic_enh-v1.1.png,TechnicalManual,Mainboard raster schematic enhanced v1.1
Mainboard/Schematic/v1.1/Maxx_Steele_Schematic.svg,TechnicalManual,Mainboard vector schematic SVG v1.1
PaddleMirror/Photos/ab226.jpg,MechanicalManual,Paddle mirror accessory product photo
Receiver/KiCAD/Receiver-27MHz-schematic.pdf,TechnicalManual,Receiver 27 MHz KiCad schematic export
Transmitter/KiCAD/Transmitter-27MHz-schematic.pdf,TechnicalManual,Transmitter 27 MHz KiCad schematic export
Transmitter/Photos/Product/Maxx-Transmitter-Front.jpg,MechanicalManual|TechnicalManual,Transmitter product hero front angle
Transmitter/Photos/Product/Remote-Back.jpg,MechanicalManual|TechnicalManual,Remote transmitter rear product photo
Transmitter/Photos/Product/Remote-Front.jpg,MechanicalManual|TechnicalManual,Remote transmitter front product photo keypad labels
Transmitter/Photos/Product/Remote-Front.svg,MechanicalManual|TechnicalManual,Remote front keypad diagram with labeled keys
Transmitter/Photos/Product/Remote-Sticker-FCC.jpg,MechanicalManual|TechnicalManual,FCC ID and regulatory sticker on remote rear
Transmitter/Photos/ReverseEngineering/handwritten-bom.jpg,TechnicalManual,Handwritten BOM notes from transmitter PCB
Transmitter/Photos/ReverseEngineering/keyboard-matrix-reference-1.png,TechnicalManual,Keypad matrix wiring reference diagram 1
Transmitter/Photos/ReverseEngineering/keyboard-matrix-reference-2.png,TechnicalManual,Keypad matrix wiring reference diagram 2
Transmitter/Photos/ReverseEngineering/mcu-board-pcb.jpg,TechnicalManual,Transmitter MCU board PCB photo
Transmitter/Photos/ReverseEngineering/pcb-trace-overlay-1.png,TechnicalManual,Transmitter PCB trace overlay — pcb-trace-overlay-1.png
Transmitter/Photos/ReverseEngineering/schematic-trace-overlay-1.png,TechnicalManual,Transmitter PCB trace overlay — schematic-trace-overlay-1.png
Transmitter/ReverseEngineering/Maxx-Steele-Transmitter-Reverse-Engineered-Notes.pdf,TechnicalManual,Transmitter reverse engineering notes COP keypad and RF
Transmitter/Stickers/Instructions.svg,MechanicalManual,Remote case sticker artwork — Instructions
Transmitter/Stickers/MAXX-Logo.svg,MechanicalManual,Remote case sticker artwork — MAXX Logo
Transmitter/Stickers/Remote-Sticker-Sheet.pdf,MechanicalManual,Remote case sticker artwork — Remote Sticker Sheet
Transmitter/Stickers/Remote-Sticker-Sheet.svg,MechanicalManual,Remote case sticker artwork — Remote Sticker Sheet
